op,config,build,kernel,numerics,numerics_key,num_tiles,grid,grid_src,threads,threads_src,threads_changed,regs,local_bytes,stack_bytes,smem_static,smem_dynamic,smem_total,smem_estimate,num_barriers,ctas_per_sm,limit_by,lim_warps,lim_regs,lim_smem,lim_barriers,smem_alloc_per_cta,warps_per_sm,occupancy,drv_regs,drv_smem_static,drv_local_bytes,drv_max_threads,drv_ctas_per_sm
rmsnorm,r2_t256_v2,persistent,rmsnorm_persistent_r2_t256_v2_bb0175_kernel,E1,"(256, 2)",2048,188,188,256,256,False,56,0,0,0,64,64,64,1,4,regs,6,4,88,24,1152,32,0.6666666666666666,56,0,0,256,4
rmsnorm,r2_t256_v4,grid,rmsnorm_grid_r2_t256_v4_55d566_kernel,E1,"(256, 4)",2048,2048,2048,256,256,False,53,0,0,0,64,64,64,1,4,regs,6,4,88,24,1152,32,0.6666666666666666,53,0,0,256,4
rmsnorm,r2_t256_v4,persistent,rmsnorm_persistent_r2_t256_v4_7149de_kernel,E1,"(256, 4)",2048,188,188,256,256,False,56,0,0,0,64,64,64,1,4,regs,6,4,88,24,1152,32,0.6666666666666666,56,0,0,256,4
rmsnorm,r2_t256_v8,grid,rmsnorm_grid_r2_t256_v8_c12361_kernel,E1,"(256, 8)",2048,2048,2048,256,256,False,55,0,0,0,64,64,64,1,4,regs,6,4,88,24,1152,32,0.6666666666666666,55,0,0,256,4
rmsnorm,r2_t256_v8,persistent,rmsnorm_persistent_r2_t256_v8_da0282_kernel,E1,"(256, 8)",2048,188,188,256,256,False,55,0,0,0,64,64,64,1,4,regs,6,4,88,24,1152,32,0.6666666666666666,55,0,0,256,4
rmsnorm,r4_t256_v2,grid,rmsnorm_grid_r4_t256_v2_e621d1_kernel,E1,"(256, 2)",1024,1024,1024,256,256,False,72,0,0,0,128,128,128,1,3,regs,6,3,88,24,1152,24,0.5,72,0,0,256,3
rmsnorm,r4_t256_v2,persistent,rmsnorm_persistent_r4_t256_v2_0fe579_kernel,E1,"(256, 2)",1024,188,188,256,256,False,80,0,0,0,128,128,128,1,3,regs,6,3,88,24,1152,24,0.5,80,0,0,256,3
rmsnorm,r4_t256_v4,grid,rmsnorm_grid_r4_t256_v4_66bd04_kernel,E1,"(256, 4)",1024,1024,1024,256,256,False,80,0,0,0,128,128,128,1,3,regs,6,3,88,24,1152,24,0.5,80,0,0,256,3
rmsnorm,r4_t256_v4,persistent,rmsnorm_persistent_r4_t256_v4_b7affa_kernel,E1,"(256, 4)",1024,188,188,256,256,False,80,0,0,0,128,128,128,1,3,regs,6,3,88,24,1152,24,0.5,80,0,0,256,3
rmsnorm,r4_t256_v8,grid,rmsnorm_grid_r4_t256_v8_27724c_kernel,E1,"(256, 8)",1024,1024,1024,256,256,False,93,0,0,0,128,128,128,1,2,regs,6,2,88,24,1152,16,0.3333333333333333,93,0,0,256,2
rmsnorm,r4_t256_v8,persistent,rmsnorm_persistent_r4_t256_v8_013c09_kernel,E1,"(256, 8)",1024,188,188,256,256,False,107,0,0,0,128,128,128,1,2,regs,6,2,88,24,1152,16,0.3333333333333333,107,0,0,256,2
rmsnorm,r8_t256_v2,grid,rmsnorm_grid_r8_t256_v2_1a50f0_kernel,E1,"(256, 2)",512,512,512,256,256,False,112,0,0,0,256,256,256,1,2,regs,6,2,80,24,1280,16,0.3333333333333333,112,0,0,256,2
rmsnorm,r8_t256_v2,persistent,rmsnorm_persistent_r8_t256_v2_0fa9bf_kernel,E1,"(256, 2)",512,171,171,256,256,False,126,0,0,0,256,256,256,1,2,regs,6,2,80,24,1280,16,0.3333333333333333,126,0,0,256,2
rmsnorm,r8_t256_v4,grid,rmsnorm_grid_r8_t256_v4_7c834a_kernel,E1,"(256, 4)",512,512,512,256,256,False,110,0,0,0,256,256,256,1,2,regs,6,2,80,24,1280,16,0.3333333333333333,110,0,0,256,2
rmsnorm,r8_t256_v4,persistent,rmsnorm_persistent_r8_t256_v4_f4f3f1_kernel,E1,"(256, 4)",512,171,171,256,256,False,127,0,0,0,256,256,256,1,2,regs,6,2,80,24,1280,16,0.3333333333333333,127,0,0,256,2
rmsnorm,r8_t256_v8,grid,rmsnorm_grid_r8_t256_v8_2162d9_kernel,E1,"(256, 8)",512,512,512,256,256,False,166,0,0,0,256,256,256,1,1,regs,6,1,80,24,1280,8,0.16666666666666666,166,0,0,256,1
rmsnorm,r8_t256_v8,persistent,rmsnorm_persistent_r8_t256_v8_2c6a73_kernel,E1,"(256, 8)",512,171,171,256,256,False,180,0,0,0,256,256,256,1,1,regs,6,1,80,24,1280,8,0.16666666666666666,180,0,0,256,1
rmsnorm,r1_t512_v2,grid,rmsnorm_grid_r1_t512_v2_41d6f6_kernel,E1,"(512, 2)",4096,4096,4096,512,512,False,30,0,0,0,64,64,64,1,3,warps,3,4,88,24,1152,48,1.0,30,0,0,512,3
rmsnorm,r1_t512_v2,persistent,rmsnorm_persistent_r1_t512_v2_eeeeb7_kernel,E1,"(512, 2)",4096,188,188,512,512,False,35,0,0,0,64,64,64,1,3,regs+warps,3,3,88,24,1152,48,1.0,35,0,0,512,3
rmsnorm,r1_t512_v4,grid,rmsnorm_grid_r1_t512_v4_026777_kernel,E1,"(512, 4)",4096,4096,4096,512,512,False,30,0,0,0,64,64,64,1,3,warps,3,4,88,24,1152,48,1.0,30,0,0,512,3
rmsnorm,r1_t512_v4,persistent,rmsnorm_persistent_r1_t512_v4_d9631a_kernel,E1,"(512, 4)",4096,188,188,512,512,False,35,0,0,0,64,64,64,1,3,regs+warps,3,3,88,24,1152,48,1.0,35,0,0,512,3
rmsnorm,r1_t512_v8,grid,rmsnorm_grid_r1_t512_v8_ce9233_kernel,E1,"(512, 8)",4096,4096,4096,512,512,False,30,0,0,0,64,64,64,1,3,warps,3,4,88,24,1152,48,1.0,30,0,0,512,3
rmsnorm,r1_t512_v8,persistent,rmsnorm_persistent_r1_t512_v8_dc03b3_kernel,E1,"(512, 8)",4096,188,188,512,512,False,35,0,0,0,64,64,64,1,3,regs+warps,3,3,88,24,1152,48,1.0,35,0,0,512,3
rmsnorm,r2_t512_v2,grid,rmsnorm_grid_r2_t512_v2_0cb271_kernel,E1,"(512, 2)",2048,2048,2048,512,512,False,50,0,0,0,128,128,128,1,2,regs,3,2,88,24,1152,32,0.6666666666666666,50,0,0,512,2
rmsnorm,r2_t512_v2,persistent,rmsnorm_persistent_r2_t512_v2_a3d772_kernel,E1,"(512, 2)",2048,188,188,512,512,False,54,0,0,0,128,128,128,1,2,regs,3,2,88,24,1152,32,0.6666666666666666,54,0,0,512,2
rmsnorm,r2_t512_v4,grid,rmsnorm_grid_r2_t512_v4_148e02_kernel,E1,"(512, 4)",2048,2048,2048,512,512,False,46,0,0,0,128,128,128,1,2,regs,3,2,88,24,1152,32,0.6666666666666666,46,0,0,512,2
rmsnorm,r2_t512_v4,persistent,rmsnorm_persistent_r2_t512_v4_8ca9e0_kernel,E1,"(512, 4)",2048,188,188,512,512,False,50,0,0,0,128,128,128,1,2,regs,3,2,88,24,1152,32,0.6666666666666666,50,0,0,512,2
rmsnorm,r2_t512_v8,grid,rmsnorm_grid_r2_t512_v8_9d8aac_kernel,E1,"(512, 8)",2048,2048,2048,512,512,False,46,0,0,0,128,128,128,1,2,regs,3,2,88,24,1152,32,0.6666666666666666,46,0,0,512,2
rmsnorm,r2_t512_v8,persistent,rmsnorm_persistent_r2_t512_v8_0c2888_kernel,E1,"(512, 8)",2048,188,188,512,512,False,50,0,0,0,128,128,128,1,2,regs,3,2,88,24,1152,32,0.6666666666666666,50,0,0,512,2
rmsnorm,r4_t512_v2,grid,rmsnorm_grid_r4_t512_v2_e5bbf7_kernel,E1,"(512, 2)",1024,1024,1024,512,512,False,74,0,0,0,256,256,256,1,1,regs,3,1,80,24,1280,16,0.3333333333333333,74,0,0,512,1
rmsnorm,r4_t512_v2,persistent,rmsnorm_persistent_r4_t512_v2_3fe947_kernel,E1,"(512, 2)",1024,188,188,512,512,False,78,0,0,0,256,256,256,1,1,regs,3,1,80,24,1280,16,0.3333333333333333,78,0,0,512,1
rmsnorm,r4_t512_v4,grid,rmsnorm_grid_r4_t512_v4_8d812c_kernel,E1,"(512, 4)",1024,1024,1024,512,512,False,70,0,0,0,256,256,256,1,1,regs,3,1,80,24,1280,16,0.3333333333333333,70,0,0,512,1
rmsnorm,r4_t512_v4,persistent,rmsnorm_persistent_r4_t512_v4_59cfe8_kernel,E1,"(512, 4)",1024,188,188,512,512,False,82,0,0,0,256,256,256,1,1,regs,3,1,80,24,1280,16,0.3333333333333333,82,0,0,512,1
rmsnorm,r4_t512_v8,grid,rmsnorm_grid_r4_t512_v8_818b3b_kernel,E1,"(512, 8)",1024,1024,1024,512,512,False,76,0,0,0,256,256,256,1,1,regs,3,1,80,24,1280,16,0.3333333333333333,76,0,0,512,1
rmsnorm,r4_t512_v8,persistent,rmsnorm_persistent_r4_t512_v8_95b8c2_kernel,E1,"(512, 8)",1024,188,188,512,512,False,88,0,0,0,256,256,256,1,1,regs,3,1,80,24,1280,16,0.3333333333333333,88,0,0,512,1
rmsnorm,r8_t512_v2,grid,rmsnorm_grid_r8_t512_v2_1b889d_kernel,E1,"(512, 2)",512,512,512,512,512,False,72,0,0,0,512,512,512,1,1,regs,3,1,66,24,1536,16,0.3333333333333333,72,0,0,512,1
rmsnorm,r8_t512_v2,persistent,rmsnorm_persistent_r8_t512_v2_cdd6f2_kernel,E1,"(512, 2)",512,171,171,512,512,False,80,0,0,0,512,512,512,1,1,regs,3,1,66,24,1536,16,0.3333333333333333,80,0,0,512,1
rmsnorm,r8_t512_v4,grid,rmsnorm_grid_r8_t512_v4_d80259_kernel,E1,"(512, 4)",512,512,512,512,512,False,88,0,0,0,512,512,512,1,1,regs,3,1,66,24,1536,16,0.3333333333333333,88,0,0,512,1
rmsnorm,r8_t512_v4,persistent,rmsnorm_persistent_r8_t512_v4_29d2ac_kernel,E1,"(512, 4)",512,171,171,512,512,False,96,0,0,0,512,512,512,1,1,regs,3,1,66,24,1536,16,0.3333333333333333,96,0,0,512,1
rmsnorm,r8_t512_v8,grid,rmsnorm_grid_r8_t512_v8_301166_kernel,E1,"(512, 8)",512,512,512,512,512,False,124,0,0,0,512,512,512,1,1,regs,3,1,66,24,1536,16,0.3333333333333333,124,0,0,512,1
rmsnorm,r8_t512_v8,persistent,rmsnorm_persistent_r8_t512_v8_f77060_kernel,E1,"(512, 8)",512,171,171,512,512,False,124,0,0,0,512,512,512,1,1,regs,3,1,66,24,1536,16,0.3333333333333333,124,0,0,512,1
